Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceeding,Following,Space_Hdwy,Time_Hdwy
2006,5900,343,1118847568900,73.363,495.061,6451426.311,1872976.925,8.5,4,1,49.88,0,7,2000,0,94.82,1.9
2006,5901,343,1118847569000,73.045,500.076,6451430.261,1872973.819,8.5,4,1,49.88,0,7,2000,0,94.12,1.89
2006,5902,343,1118847569100,72.727,505.091,6451434.211,1872970.713,8.5,4,1,49.88,0,7,2000,0,93.25,1.87
2006,5903,343,1118847569200,72.39,509.606,6451437.801,1872967.954,8.5,4,1,49.88,0,7,2000,0,92.76,1.86
2006,5904,343,1118847569300,72.072,514.621,6451441.751,1872964.848,8.5,4,1,49.88,0,7,2000,0,91.8,1.84
2006,5905,343,1118847569400,71.753,519.595,6451445.68,1872961.762,8.5,4,1,49.88,4.79,7,2000,0,91,1.82
2006,5906,343,1118847569500,71.436,524.642,6451449.651,1872958.636,8.5,4,1,50.17,0.19,7,2000,0,90.25,1.8
2006,5907,343,1118847569600,71.118,529.664,6451453.601,1872955.53,8.5,4,1,50.18,-0.3,7,0,0,0,0
2006,5908,343,1118847569700,70.8,534.679,6451457.551,1872952.424,8.5,4,1,50.17,0,7,0,0,0,0
2006,5909,343,1118847569800,70.477,539.69,6451461.502,1872949.325,8.5,4,1,50.22,0.91,7,0,0,0,0
2006,5910,343,1118847569900,70.158,544.715,6451465.452,1872946.22,8.5,4,1,50.3,1.03,7,0,0,0,0
2006,5911,343,1118847570000,69.885,549.753,6451469.397,1872943.058,8.5,4,1,50.36,0.42,7,0,0,0,0
2006,5912,343,1118847570100,69.629,554.802,6451473.333,1872939.881,8.5,4,1,50.34,-0.99,7,0,0,0,0
2006,5913,343,1118847570200,69.352,559.845,6451477.263,1872936.739,8.5,4,1,50.12,-3.22,7,0,0,0,0
2006,5914,343,1118847570300,69.055,564.859,6451481.216,1872933.601,8.5,4,1,49.64,-6.1,7,0,0,0,0
2006,5915,343,1118847570400,68.845,569.819,6451485.043,1872930.461,8.5,4,1,48.84,-9.93,7,0,0,0,0
2006,5916,343,1118847570500,68.714,574.654,6451488.756,1872927.316,8.5,4,1,47.71,-11.2,7,0,0,0,0
2006,5917,343,1118847570600,68.574,579.366,6451492.376,1872924.266,8.5,4,1,46.51,-11.2,7,0,0,0,0
2006,5918,343,1118847570700,68.429,583.941,6451495.848,1872921.356,8.5,4,1,45.54,-7.95,7,0,0,0,0
2006,5919,343,1118847570800,68.17,588.419,6451499.351,1872918.571,8.5,4,1,44.99,-2.54,7,0,0,0,0
2006,5920,343,1118847570900,67.828,592.883,6451502.908,1872915.848,8.5,4,1,44.85,0.39,7,0,0,0,0
2006,5921,343,1118847571000,67.434,597.367,6451506.524,1872913.143,8.5,4,1,44.89,0.65,7,0,0,0,0
2006,5922,343,1118847571100,67.065,601.863,6451510.12,1872910.422,8.5,4,1,44.94,0.19,7,0,0,0,0
2006,5923,343,1118847571200,66.695,606.358,6451513.717,1872907.702,8.5,4,1,44.96,0.2,7,0,2010,0,0
2006,5924,343,1118847571300,66.325,610.858,6451517.314,1872904.981,8.5,4,1,44.96,-0.17,7,0,2010,0,0
2006,5925,343,1118847571400,65.955,615.364,6451520.911,1872902.26,8.5,4,1,44.83,-2,7,0,2010,0,0
2006,5926,343,1118847571500,65.574,619.852,6451524.534,1872899.531,8.5,4,1,44.51,-4.34,6,2000,0,87.93,1.98
2006,5927,343,1118847571600,65.238,624.318,6451528.058,1872896.831,8.5,4,1,43.79,-9.64,6,2000,0,88.47,2.02
2006,5928,343,1118847571700,64.922,628.652,6451531.525,1872894.154,8.5,4,1,42.81,-10.67,6,2000,0,89.14,2.08
2006,5929,343,1118847571800,64.684,632.824,6451534.933,1872891.422,8.5,4,1,42.38,-1.27,6,2000,0,89.96,2.12
2006,5930,343,1118847571900,64.624,636.99,6451538.255,1872888.586,8.5,4,1,42.75,9.56,6,2000,0,90.78,2.12
2006,5931,343,1118847572000,64.607,641.303,6451541.629,1872885.646,8.5,4,1,43.74,11.2,6,2000,0,91.42,2.09
2006,5932,343,1118847572100,64.585,645.736,6451545.045,1872882.677,8.5,4,1,44.97,10.02,6,2000,0,91.91,2.04
2006,5933,343,1118847572200,64.545,650.308,6451548.444,1872879.746,8.5,4,1,45.93,7.59,6,2000,0,92.24,2.01
2006,5934,343,1118847572300,64.426,654.925,6451552,1872876.782,8.5,4,1,46.76,9.63,6,2000,0,92.52,1.98
2006,5935,343,1118847572400,64.289,659.662,6451555.639,1872873.77,8.5,4,1,47.56,7.34,6,2000,0,92.69,1.95
2006,5936,343,1118847572500,64.118,664.496,6451559.401,1872870.694,8.5,4,1,47.95,0.98,6,2000,0,92.76,1.93
2006,5937,343,1118847572600,64.016,669.341,6451563.122,1872867.563,8.5,4,1,47.73,-5.69,6,2000,0,92.82,1.94
2006,5938,343,1118847572700,63.941,674.104,6451566.76,1872864.469,8.5,4,1,47.11,-8.07,6,2000,0,92.97,1.97
2006,5939,343,1118847572800,63.877,678.754,6451570.286,1872861.458,8.5,4,1,46.53,-4.51,6,2000,0,93.25,2
2006,5940,343,1118847572900,63.849,683.353,6451573.729,1872858.473,8.5,4,1,46.3,0.29,6,2000,0,93.55,2.02
2006,5941,343,1118847573000,63.82,687.977,6451577.222,1872855.445,8.5,4,1,46.29,0.91,6,2000,0,93.76,2.03
2006,5942,343,1118847573100,63.79,692.641,6451580.772,1872852.368,8.5,4,1,46.09,-4.08,6,2000,0,93.79,2.03
2006,5943,343,1118847573200,63.777,697.277,6451584.263,1872849.321,8.5,4,1,45.35,-11.07,6,2000,0,93.72,2.07
2006,5944,343,1118847573300,63.794,701.741,6451587.657,1872846.319,8.5,4,1,44.1,-11.2,6,2000,0,93.8,2.13
2006,5945,343,1118847573400,63.854,706.096,6451590.862,1872843.425,8.5,4,1,42.87,-11.2,6,2000,2010,94.02,2.19
2006,5946,343,1118847573500,63.861,710.263,6451593.977,1872840.681,8.5,4,1,42.31,-1.05,6,1974,2010,582.65,13.77
2006,5947,343,1118847573600,63.899,714.407,6451597.024,1872837.955,8.5,4,1,42.81,11.2,6,1974,2010,583.86,13.64
2006,5948,343,1118847573700,63.965,718.778,6451600.217,1872835.064,8.5,4,1,44.26,11.2,6,1974,2010,584.75,13.21
2006,5949,343,1118847573800,64.012,723.277,6451603.558,1872832.068,8.5,4,1,45.87,11.2,6,1974,2010,585.53,12.76
2006,5950,343,1118847573900,64.067,727.96,6451607.142,1872828.848,8.5,4,1,46.82,4.56,6,0,2010,0,0
2006,5951,343,1118847574000,64.078,732.734,6451610.744,1872825.671,8.5,4,1,46.86,-5.32,6,0,2010,0,0
2006,5952,343,1118847574100,64.044,737.413,6451614.257,1872822.632,8.5,4,1,46.32,-7.33,6,0,2010,0,0
2006,5953,343,1118847574200,63.979,741.973,6451617.721,1872819.678,8.5,4,1,45.88,-1.91,6,0,2010,0,0
2006,5954,343,1118847574300,63.937,746.516,6451621.141,1872816.731,8.5,4,1,45.94,3.49,6,0,2010,0,0
2006,5955,343,1118847574400,63.922,751.116,6451624.604,1872813.711,8.5,4,1,46.28,4.6,6,0,2010,0,0
2006,5956,343,1118847574500,63.892,755.782,6451628.163,1872810.626,8.5,4,1,46.59,1.99,6,0,2010,0,0
2006,5957,343,1118847574600,63.862,760.479,6451631.7,1872807.561,8.5,4,1,46.62,-1.84,6,0,2010,0,0
2006,5958,343,1118847574700,63.832,765.151,6451635.228,1872804.503,8.5,4,1,46.29,-4.69,6,0,2010,0,0
2006,5959,343,1118847574800,63.82,769.755,6451638.718,1872801.456,8.5,4,1,45.86,-4.55,6,0,2010,0,0
2006,5960,343,1118847574900,63.773,774.299,6451642.158,1872798.498,8.5,4,1,45.62,-1.21,6,0,2010,0,0
2006,5961,343,1118847575000,63.745,778.828,6451645.536,1872795.57,8.5,4,1,45.68,2.85,6,0,2010,0,0
2006,5962,343,1118847575100,63.725,783.396,6451648.968,1872792.58,8.5,4,1,45.99,4.43,6,0,2010,0,0
2006,5963,343,1118847575200,63.722,788.028,6451652.441,1872789.528,8.5,4,1,46.35,2.73,6,0,2010,0,0
2006,5964,343,1118847575300,63.724,792.688,6451655.946,1872786.443,8.5,4,1,46.55,1.06,6,0,2010,0,0
2006,5965,343,1118847575400,63.713,797.357,6451659.455,1872783.37,8.5,4,1,46.59,-0.16,6,0,2010,0,0
2006,5966,343,1118847575500,63.695,802.035,6451662.958,1872780.313,8.5,4,1,46.4,-3.11,6,0,2010,0,0
2006,5967,343,1118847575600,63.698,806.69,6451666.48,1872777.211,8.5,4,1,45.84,-7.84,6,0,2010,0,0
2006,5968,343,1118847575700,63.739,811.256,6451669.888,1872774.158,8.5,4,1,44.91,-11.2,6,0,2010,0,0
2006,5969,343,1118847575800,63.683,815.679,6451673.258,1872771.268,8.5,4,1,43.97,-8.89,6,0,2010,0,0
2006,5970,343,1118847575900,63.573,819.98,6451676.53,1872768.537,8.5,4,1,43.53,-0.74,6,0,2010,0,0
2006,5971,343,1118847576000,63.407,824.281,6451679.842,1872765.844,8.5,4,1,43.75,6.23,6,0,2010,0,0
2006,5972,343,1118847576100,63.315,828.677,6451683.214,1872763,8.5,4,1,44.33,6.97,6,0,2010,0,0
2006,5973,343,1118847576200,63.305,833.167,6451686.63,1872760.009,8.5,4,1,44.83,3.22,6,0,2010,0,0
2006,5974,343,1118847576300,63.339,837.69,6451689.989,1872757.009,8.5,4,1,45.03,0.11,6,0,2010,0,0
2006,5975,343,1118847576400,63.35,842.2,6451693.361,1872754.028,8.5,4,1,45.01,-0.67,6,0,2010,0,0
2006,5976,343,1118847576500,63.36,846.694,6451696.733,1872751.048,8.5,4,1,44.98,-0.12,6,0,2010,0,0
2006,5977,343,1118847576600,63.371,851.18,6451700.104,1872748.068,8.5,4,1,45.08,1.68,6,0,2010,0,0
2006,5978,343,1118847576700,63.382,855.678,6451703.454,1872745.107,8.5,4,1,45.39,4.49,6,0,2010,0,0
2006,5979,343,1118847576800,63.377,860.231,6451706.871,1872742.108,8.5,4,1,45.85,5.55,6,0,2010,0,0
2006,5980,343,1118847576900,63.404,864.862,6451710.332,1872739.027,8.5,4,1,46.22,2.58,6,0,2010,0,0
2006,5981,343,1118847577000,63.416,869.53,6451713.852,1872735.915,8.5,4,1,46.22,-2.58,6,0,2010,0,0
2006,5982,343,1118847577100,63.443,874.161,6451717.313,1872732.834,8.5,4,1,45.86,-5.54,6,0,2010,0,0
2006,5983,343,1118847577200,63.438,878.714,6451720.73,1872729.835,8.5,4,1,45.39,-4.48,6,0,2010,0,0
2006,5984,343,1118847577300,63.448,883.213,6451724.08,1872726.874,8.5,4,1,45.08,-1.69,6,0,2010,0,0
2006,5985,343,1118847577400,63.459,887.699,6451727.451,1872723.894,8.5,4,1,44.97,0.07,6,0,2010,0,0
2006,5986,343,1118847577500,63.47,892.194,6451730.823,1872720.913,8.5,4,1,44.98,0.25,6,0,2010,0,0
2006,5987,343,1118847577600,63.481,896.718,6451734.194,1872717.933,8.5,4,1,44.8,-3.26,6,0,2010,0,0
2006,5988,343,1118847577700,63.492,901.197,6451737.566,1872714.953,8.5,4,1,44.33,-6.1,6,0,2010,0,0
2006,5989,343,1118847577800,63.503,905.583,6451740.938,1872711.972,8.5,4,1,44,-2.92,6,0,2010,0,0
