Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceeding,Following,Space_Hdwy,Time_Hdwy
1991,5847,380,1118847563600,70.78,504.188,6451434.836,1872972.766,16,5.4,2,50,0,7,0,0,0,0
1991,5848,380,1118847563700,70.462,509.203,6451438.786,1872969.66,16,5.4,2,50,0,7,0,0,0,0
1991,5849,380,1118847563800,70.144,514.218,6451442.736,1872966.554,16,5.4,2,50,0,7,0,0,0,0
1991,5850,380,1118847563900,69.826,519.233,6451446.686,1872963.448,16,5.4,2,50,0,7,0,0,0,0
1991,5851,380,1118847564000,69.508,524.248,6451450.636,1872960.342,16,5.4,2,50,0,7,0,0,0,0
1991,5852,380,1118847564100,69.195,529.184,6451454.556,1872957.256,16,5.4,2,50,2.89,7,0,0,0,0
1991,5853,380,1118847564200,68.868,534.149,6451458.417,1872954.242,16,5.4,2,50.68,10.54,7,0,0,0,0
1991,5854,380,1118847564300,68.491,539.292,6451462.468,1872951.125,16,5.4,2,52.01,11.2,7,0,0,0,0
1991,5855,380,1118847564400,68.137,544.578,6451466.637,1872947.872,16,5.4,2,53.69,11.2,7,0,0,0,0
1991,5856,380,1118847564500,67.804,550.002,6451470.945,1872944.465,16,5.4,2,55.06,11.1,7,0,0,0,0
1991,5857,380,1118847564600,67.44,555.617,6451475.422,1872940.95,16,5.4,2,55.76,2.87,7,0,0,0,0
1991,5858,380,1118847564700,67.006,561.247,6451479.901,1872937.527,16,5.4,2,55.86,-2.39,7,0,0,0,0
1991,5859,380,1118847564800,66.475,566.82,6451484.394,1872934.22,16,5.4,2,55.69,-1.78,7,0,0,0,0
1991,5860,380,1118847564900,65.909,572.358,6451488.892,1872930.958,16,5.4,2,55.67,1.52,7,0,0,0,0
1991,5861,380,1118847565000,65.378,577.928,6451493.385,1872927.651,16,5.4,2,55.82,2.18,7,0,0,0,0
1991,5862,380,1118847565100,64.931,583.542,6451497.876,1872924.235,16,5.4,2,55.82,-1.4,7,0,0,0,0
1991,5863,380,1118847565200,64.575,589.156,6451502.317,1872920.741,16,5.4,2,55.37,-7.39,7,0,0,0,0
1991,5864,380,1118847565300,64.303,594.678,6451506.621,1872917.256,16,5.4,2,54.41,-11.2,7,0,0,0,0
1991,5865,380,1118847565400,64.096,600.048,6451510.78,1872913.815,16,5.4,2,53.09,-11.2,7,0,0,0,0
1991,5866,380,1118847565500,63.928,605.294,6451514.791,1872910.453,16,5.4,2,51.76,-11.2,7,0,0,0,0
1991,5867,380,1118847565600,63.788,610.389,6451518.67,1872907.172,16,5.4,2,50.79,-7.36,7,0,0,0,0
1991,5868,380,1118847565700,63.715,615.385,6451522.423,1872903.914,16,5.4,2,50.41,-0.28,7,0,0,0,0
1991,5869,380,1118847565800,63.651,620.427,6451526.184,1872900.636,16,5.4,2,50.23,-0.99,6,1974,0,258.77,5.15
1991,5870,380,1118847565900,63.51,625.465,6451530.078,1872897.342,16,5.4,2,49.86,-5.47,6,1974,0,259.23,5.2
1991,5871,380,1118847566000,63.285,630.412,6451534.062,1872894.081,16,5.4,2,49.66,-2.54,6,1974,0,259.78,5.23
1991,5872,380,1118847566100,62.918,635.321,6451538.136,1872890.96,16,5.4,2,49.83,5.58,6,1974,0,260.4,5.23
1991,5873,380,1118847566200,62.39,640.287,6451542.346,1872887.967,16,5.4,2,50.45,10.56,6,1974,0,260.91,5.17
1991,5874,380,1118847566300,61.869,645.418,6451546.569,1872884.953,16,5.4,2,51.19,4.66,6,1974,0,261.17,5.1
1991,5875,380,1118847566400,61.487,650.622,6451550.705,1872881.83,16,5.4,2,51.28,-3.74,6,1974,0,261.31,5.1
1991,5876,380,1118847566500,61.142,655.746,6451554.813,1872878.683,16,5.4,2,50.83,-5.87,6,1974,0,261.58,5.15
1991,5877,380,1118847566600,60.762,660.794,6451558.84,1872875.653,16,5.4,2,50.34,-4.73,6,1974,0,262.01,5.2
1991,5878,380,1118847566700,60.229,665.784,6451562.924,1872872.776,16,5.4,2,50.02,-1.55,6,1974,0,262.54,5.25
1991,5879,380,1118847566800,59.707,670.762,6451567.015,1872869.88,16,5.4,2,49.94,0.55,6,1974,0,263.08,5.27
1991,5880,380,1118847566900,59.317,675.759,6451571.037,1872866.867,16,5.4,2,49.98,0.45,6,1974,0,263.58,5.27
1991,5881,380,1118847567000,58.984,680.763,6451575.013,1872863.82,16,5.4,2,50.02,0.04,6,1974,0,264.03,5.28
1991,5882,380,1118847567100,58.594,685.767,6451579.034,1872860.808,16,5.4,2,50.01,-0.25,6,1974,0,264.39,5.29
1991,5883,380,1118847567200,58.101,690.776,6451583.106,1872857.89,16,5.4,2,49.89,-1.73,6,1974,0,264.66,5.3
1991,5884,380,1118847567300,57.539,695.772,6451587.253,1872854.996,16,5.4,2,49.58,-4.25,6,1974,0,264.91,5.34
1991,5885,380,1118847567400,57.025,700.728,6451591.312,1872852.117,16,5.4,2,49.03,-7.03,5,1987,1996,46,0.94
1991,5886,380,1118847567500,56.495,705.611,6451595.324,1872849.3,16,5.4,2,48.21,-9.27,5,1987,1996,44.62,0.93
1991,5887,380,1118847567600,55.966,710.395,6451599.278,1872846.532,16,5.4,2,47.22,-10.64,5,1987,1996,43.32,0.92
1991,5888,380,1118847567700,55.452,715.068,6451603.128,1872843.836,16,5.4,2,46.13,-11.2,5,1987,1996,42.14,0.91
1991,5889,380,1118847567800,54.992,719.618,6451606.848,1872841.183,16,5.4,2,45.08,-10.07,5,1987,1996,41.09,0.91
1991,5890,380,1118847567900,54.548,724.05,6451610.485,1872838.58,16,5.4,2,44.29,-6.19,5,1987,1996,40.16,0.91
1991,5891,380,1118847568000,54.173,728.427,6451613.983,1872836.009,16,5.4,2,43.82,-2.9,5,1987,1996,39.28,0.9
1991,5892,380,1118847568100,53.768,732.791,6451617.537,1872833.427,16,5.4,2,43.47,-2.86,5,1987,1996,38.42,0.88
1991,5893,380,1118847568200,53.334,737.141,6451621.124,1872830.855,16,5.4,2,43.04,-5.76,5,1987,1996,37.57,0.87
1991,5894,380,1118847568300,53.017,741.438,6451624.546,1872828.273,16,5.4,2,42.34,-8.73,5,1987,1996,36.78,0.87
1991,5895,380,1118847568400,52.798,745.628,6451627.845,1872825.668,16,5.4,2,41.49,-8.58,5,1987,1996,36.1,0.87
1991,5896,380,1118847568500,52.686,749.72,6451630.999,1872823.048,16,5.4,2,40.76,-6.38,5,1987,1996,35.53,0.87
1991,5897,380,1118847568600,52.675,753.757,6451634.004,1872820.425,16,5.4,2,40.15,-5.28,5,1987,1996,35.06,0.87
1991,5898,380,1118847568700,52.649,757.755,6451637.049,1872817.786,16,5.4,2,39.5,-6.93,5,1987,1996,34.67,0.88
1991,5899,380,1118847568800,52.666,761.694,6451640.009,1872815.165,16,5.4,2,38.63,-10.59,5,1987,1996,34.4,0.89
1991,5900,380,1118847568900,52.663,765.503,6451642.884,1872812.644,16,5.4,2,37.5,-11.2,5,1987,1996,34.26,0.91
1991,5901,380,1118847569000,52.618,769.195,6451645.677,1872810.252,16,5.4,2,36.37,-10.71,5,1987,1996,34.22,0.94
1991,5902,380,1118847569100,52.555,772.747,6451648.383,1872807.96,16,5.4,2,35.56,-5.9,5,1987,1996,34.31,0.96
1991,5903,380,1118847569200,52.533,776.242,6451651.006,1872805.687,16,5.4,2,35.17,-1.33,5,1987,1996,34.47,0.98
1991,5904,380,1118847569300,52.51,779.734,6451653.651,1872803.395,16,5.4,2,35.13,1.02,5,1987,1996,34.65,0.99
1991,5905,380,1118847569400,52.491,783.245,6451656.285,1872801.105,16,5.4,2,35.28,1.93,5,1987,1996,34.8,0.99
1991,5906,380,1118847569500,52.462,786.777,6451658.935,1872798.813,16,5.4,2,35.54,3.02,5,1987,1996,34.89,0.98
1991,5907,380,1118847569600,52.4,790.337,6451661.652,1872796.505,16,5.4,2,35.89,4.21,5,1987,1996,34.88,0.97
