Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceeding,Following,Space_Hdwy,Time_Hdwy
1974,5680,290,1118847546900,52.768,38.489,6451112.715,1873318.389,13.5,3.4,2,30,0,5,1976,0,94.19,3.14
1974,5681,290,1118847547000,52.75,41.99,6451115.068,1873315.797,13.5,3.4,2,30,0,5,1976,0,94.19,3.14
1974,5682,290,1118847547100,52.734,44.989,6451117.084,1873313.576,13.5,3.4,2,30,0,5,1976,0,94.69,3.16
1974,5683,290,1118847547200,52.718,47.989,6451119.101,1873311.355,13.5,3.4,2,30,0,5,1976,0,95.19,3.17
1974,5684,290,1118847547300,52.704,50.99,6451121.117,1873309.133,13.5,3.4,2,30,0,5,1976,0,95.69,3.19
1974,5685,290,1118847547400,52.688,53.99,6451123.134,1873306.912,13.5,3.4,2,30,0,5,1976,0,96.19,3.21
1974,5686,290,1118847547500,52.673,56.989,6451125.15,1873304.691,13.5,3.4,2,30,0,5,1976,0,96.69,3.22
1974,5687,290,1118847547600,52.657,59.991,6451127.167,1873302.47,13.5,3.4,2,29.98,-0.25,5,1976,0,97.2,3.24
1974,5688,290,1118847547700,52.642,62.987,6451129.183,1873300.248,13.5,3.4,2,29.97,-0.15,5,1976,0,97.7,3.26
1974,5689,290,1118847547800,52.627,65.973,6451131.199,1873298.027,13.5,3.4,2,30.06,1.48,5,1976,0,98.1,3.26
1974,5690,290,1118847547900,52.611,68.968,6451133.196,1873295.828,13.5,3.4,2,30.35,4.29,5,1976,0,98.44,3.24
1974,5691,290,1118847548000,52.583,72.006,6451135.248,1873293.586,13.5,3.4,2,30.9,7,5,1976,0,98.97,3.2
1974,5692,290,1118847548100,52.566,75.121,6451137.348,1873291.274,13.5,3.4,2,31.66,8.36,5,1976,0,99.57,3.15
1974,5693,290,1118847548200,52.548,78.327,6451139.5,1873288.906,13.5,3.4,2,32.5,8.56,5,1976,0,100.25,3.08
1974,5694,290,1118847548300,52.533,81.621,6451141.717,1873286.461,13.5,3.4,2,33.34,8.36,5,1976,0,101.06,3.03
1974,5695,290,1118847548400,52.516,85.059,6451143.986,1873283.96,13.5,3.4,2,33.61,-0.9,5,1976,0,101.75,3.03
1974,5696,290,1118847548500,52.51,88.47,6451146.303,1873281.39,13.5,3.4,2,33.02,-10.5,5,1976,0,102.45,3.1
1974,5697,290,1118847548600,52.493,91.698,6451148.675,1873278.776,13.5,3.4,2,32.51,-5.6,5,1976,0,103.35,3.18
1974,5698,290,1118847548700,52.522,94.852,6451151.028,1873276.185,13.5,3.4,2,32.6,6.94,5,1976,0,104.34,3.2
1974,5699,290,1118847548800,52.565,98.118,6451153.38,1873273.593,13.5,3.4,2,33.39,11.2,5,1976,0,105.07,3.15
1974,5700,290,1118847548900,52.607,101.526,6451155.733,1873271.002,13.5,3.4,2,34.51,7.88,5,1976,0,105.46,3.06
1974,5701,290,1118847549000,52.651,105.079,6451158.085,1873268.41,13.5,3.4,2,35,0,5,1976,0,105.49,3.01
1974,5702,290,1118847549100,52.693,108.579,6451160.438,1873265.819,13.5,3.4,2,35,0,5,1976,0,105.4,3.01
1974,5703,290,1118847549200,52.735,112.079,6451162.79,1873263.228,13.5,3.4,2,35,0,5,1976,0,105.06,3
1974,5704,290,1118847549300,52.778,115.578,6451165.143,1873260.636,13.5,3.4,2,35,0,5,1976,1987,104.7,2.99
1974,5705,290,1118847549400,52.82,119.078,6451167.495,1873258.045,13.5,3.4,2,35,0,5,1976,1987,104.51,2.99
1974,5706,290,1118847549500,52.863,122.578,6451169.848,1873255.453,13.5,3.4,2,35,0.04,5,1976,1987,104.51,2.99
1974,5707,290,1118847549600,52.906,126.079,6451172.2,1873252.862,13.5,3.4,2,34.99,-0.17,5,1976,1987,104.12,2.98
1974,5708,290,1118847549700,52.948,129.578,6451174.553,1873250.27,13.5,3.4,2,34.97,-0.29,5,1976,1987,103.61,2.96
