x,y,len,wid,v,a
12.8643888,128.9011392,3.44424,1.92024,10.128504,3.41376
12.8637792,129.00541128,3.44424,1.92024,10.1769672,3.41376
12.8631696,129.10968336,3.44424,1.92024,10.2254304,3.41376
12.86256,129.21395544,3.44424,1.92024,10.2738936,3.41376
12.8619504,129.31822752,3.44424,1.92024,10.3223568,3.41376
12.8613408,129.4224996,3.44424,1.92024,10.37082,3.41376
12.8607312,129.52677168,3.44424,1.92024,10.4192832,3.41376
12.8601216,129.63104376,3.44424,1.92024,10.4677464,3.41376
12.859512,129.73531584,3.44424,1.92024,10.5162096,3.41376
12.8589024,129.83958792,3.44424,1.92024,10.5646728,3.41376
12.8582928,129.94386,3.44424,1.92024,10.613136,3.41376
12.85686024,130.05331368,3.44424,1.92024,10.6820208,3.41376
12.85542768,130.16276736,3.44424,1.92024,10.7509056,3.41376
12.85399512,130.27222104,3.44424,1.92024,10.8197904,3.41376
12.85256256,130.38167472,3.44424,1.92024,10.8886752,3.41376
12.85113,130.4911284,3.44424,1.92024,10.95756,3.41376
12.84969744,130.60058208,3.44424,1.92024,11.0264448,3.41376
12.84826488,130.71003576,3.44424,1.92024,11.0953296,3.41376
12.84683232,130.81948944,3.44424,1.92024,11.1642144,3.41376
12.84539976,130.92894312,3.44424,1.92024,11.2330992,3.41376
12.8439672,131.0383968,3.44424,1.92024,11.301984,3.41376
12.8429004,131.15412936,3.44424,1.92024,11.3391696,3.2695896
12.8418336,131.26986192,3.44424,1.92024,11.3763552,3.1254192
12.8407668,131.38559448,3.44424,1.92024,11.4135408,2.9812488
12.8397,131.50132704,3.44424,1.92024,11.4507264,2.8370784
12.8386332,131.6170596,3.44424,1.92024,11.487912,2.692908
12.8375664,131.73279216,3.44424,1.92024,11.5250976,2.5487376
12.8364996,131.84852472,3.44424,1.92024,11.5622832,2.4045672
12.8354328,131.96425728,3.44424,1.92024,11.5994688,2.2603968
12.834366,132.07998984,3.44424,1.92024,11.6366544,2.1162264
12.8332992,132.1957224,3.44424,1.92024,11.67384,1.972056
12.83031216,132.31572216,3.44424,1.92024,11.6735352,1.5730728
12.82732512,132.43572192,3.44424,1.92024,11.6732304,1.1740896
12.82433808,132.55572168,3.44424,1.92024,11.6729256,0.775106400000001
12.82135104,132.67572144,3.44424,1.92024,11.6726208,0.3761232
12.818364,132.7957212,3.44424,1.92024,11.672316,-0.02286
12.81537696,132.91572096,3.44424,1.92024,11.6720112,-0.421843199999998
12.81238992,133.03572072,3.44424,1.92024,11.6717064,-0.820826399999999
12.80940288,133.15572048,3.44424,1.92024,11.6714016,-1.2198096
12.80641584,133.27572024,3.44424,1.92024,11.6710968,-1.6187928
12.8034288,133.39572,3.44424,1.92024,11.670792,-2.017776
12.80013696,133.51251936,3.44424,1.92024,11.6482368,-2.1573744
12.79684512,133.62931872,3.44424,1.92024,11.6256816,-2.2969728
12.79355328,133.74611808,3.44424,1.92024,11.6031264,-2.4365712
12.79026144,133.86291744,3.44424,1.92024,11.5805712,-2.5761696
12.7869696,133.9797168,3.44424,1.92024,11.558016,-2.715768
